gene_id,gene_symbol,gene_name,organism,p_value,sample,change_type,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_controls,max_age_of_controls,min_age_of_experiment,max_age_of_experiment,n_of_controls,n_of_experiment,reference,fc,log_fc,change_value,q-value
,FLJ21901,,human,"0,000000758",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,FLJ22490,,human,"0,0388545",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,FLJ22555,,human,"0,0359408",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,9",,-10,
,FLJ22875,,human,"0,0000523",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,FLJ25621,,human,"0,0048724",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,9",,-10,
,FLJ30002,,human,"0,0000014",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,FLJ30058,,human,"0,0011712",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,6",,60,
,FLJ31952,,human,"0,0196479",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,FLJ32384,,human,"0,0000147",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,FLJ32452,,human,"0,0001365",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,FLJ34278,,human,"0,0274592",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,FLJ34960,,human,"0,0064875",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,5",,-50,
,FLJ35119,,human,"0,0462885",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,FLJ36492,,human,"0,0468442",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,FLJ37562,,human,"0,0139353",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,FLJ38190,,human,"0,00000012",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,FLJ39369,,human,"0,0287283",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,FLJ45459,,human,"0,0320899",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,FLJ46603,,human,"0,0485817",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,FLJ90811,,human,"0,029495",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,1",,10,
,FLRT3,,human,"0,000067",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,7",,70,
,FOLR2,,human,"0,0354507",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,6",,60,
,FOSL2,,human,"0,0001663",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,FOXC1,,human,"0,0463094",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,FOXO1A,,human,"0,0000198",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,9",,90,
,FRDA,,human,"0,0166458",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,FST,,human,"0,0001035",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,6",,60,
,FTL,,human,"0,003501",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,FUT6,,human,"0,0240762",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,FZD7,,human,"0,033079",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,GADD45G,,human,"0,0093974",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,4",,-60,
,GGTL3,,human,"0,0163876",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,2,,100,
,GLRX2,,human,"0,0002826",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,GNPNAT1,,human,"0,0078698",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,GNPTAG,,human,"0,0052674",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,GOT2,,human,"0,0052993",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,GPR1,,human,"0,0136518",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,GPR49,,human,"0,0098004",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,H1FX,,human,"0,0273128",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,H3F3B,,human,"0,0003434",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,HBLD2,,human,"0,0026668",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,HBXIP,,human,"0,0362403",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,9",,-10,
,HCBP6,,human,"0,029747",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,HCCS,,human,"0,0116464",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,HDAC4,,human,"0,0036134",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,HDAC5,,human,"0,0067967",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,HGS,,human,"0,0001136",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,HIBADH,,human,"0,0285482",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,HIBCH,,human,"0,0001409",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,HMBS,,human,"0,03427",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,HMGN2,,human,"0,0068493",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,HNRPA2B1,,human,"0,0205076",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,HNRPAB,,human,"0,0194557",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,HNRPM,,human,"0,0055753",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,HOXB2,,human,"0,00000092",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,HPGD,,human,"0,0006387",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,HPN,,human,"0,0223107",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,HSD11B1,,human,"0,0001047",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,HSD17B7,,human,"0,0256159",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,HSHIN1,,human,"0,0380319",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,HSMPP8,,human,"0,036017",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,HSPC049,,human,"0,0019832",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,HSPC055,,human,"0,0018284",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,HSPC063,,human,"0,0000664",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,HSPC152,,human,"0,0004486",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,HSPC154,,human,"0,0002581",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,HSPC242,,human,"0,0000764",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,5",,-50,
,hSyn,,human,"0,0261269",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,HT036,,human,"0,00000446",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,IDH1,,human,"0,0000157",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,IDH3A,,human,"0,0167892",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,IMMT,,human,"0,0002431",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,INPP1,,human,"0,0197999",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,IRS1,,human,"0,0000734",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,ITGB1BP2,,human,"0,00000519",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,JUND,,human,"0,0002947",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,6",,60,
,KBTBD6,,human,"0,0002031",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,KCNJ16,,human,"0,0235669",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,2",,20,
,KIAA0220,,human,"0,0024941",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,KIAA0492,,human,"0,0005467",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,KIAA1001,,human,"0,0001842",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,KIAA1217,,human,"0,0030846",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,KIAA1393,,human,"0,0002985",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,KIAA1434,,human,"0,000000962",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,KIAA1473,,human,"0,0326427",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,6",,60,
,KIAA1579,,human,"0,0004721",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,KIAA1772,,human,"0,0000435",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,KLF13,,human,"0,0004686",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,6",,60,
,KLF5,,human,"0,0024049",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,KRT10,,human,"0,0330874",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,Kua,,human,"0,002689",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,LACE1,,human,"0,0041648",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,LACTB,,human,"0,000064",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,LACTB,,human,"0,0019473",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,LGI1,,human,"0,00000204",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,7",,70,
,LGI4,,human,"0,0109477",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,4",,40,
,LIM,,human,"0,0000646",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,LIPT1,,human,"0,0167185",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,LOC115950,,human,"0,000000589",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,LOC116228,,human,"0,00000434",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,LOC118491,,human,"0,0000951",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,1",,10,
,LOC119710,,human,"0,0000411",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,LOC129039,,human,"0,0376561",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,LOC132671,,human,"0,000000145",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,LOC145853,,human,"0,0000169",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,LOC154467,,human,"0,000012",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,LOC200810,,human,"0,0433678",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,LOC205251,,human,"0,0063598",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,LOC221061,,human,"0,00000402",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,7",,-30,
,LOC253512,,human,"0,00000444",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,LOC283130,,human,"0,031043",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,3",,30,
,LOC283807,,human,"0,0018962",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,5",,50,
,LOC285556,,human,"0,0000893",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,LOC339344,,human,"0,0112177",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,LOC374747,,human,"0,0000745",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
,LOC374821,,human,"0,0422615",muscle,increased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"1,8",,80,
,LOC375211,,human,"0,00000493",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,6",,-40,
,LOC375445,,human,"0,0035854",muscle,decreased gene expression,mRNA,both,microarray,Student t-test,Years,18,28,65,84,26,25,10.1371/journal.pone.0000465,"0,8",,-20,
